Domain Code,AreaName,ItemName,Year,Value,Flag,FlagD 
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,French Guiana,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2000,48,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2001,41,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2002,27,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2003,32,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2004,34,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2005,28,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2006,14,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2007,12,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2009,15,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2010,15,,Official data
FS,French Polynesia,Per capita food supply variability (kcal/capita/day),2011,30,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2000,27,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2001,30,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2002,30,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2003,31,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2004,35,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2005,40,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2006,26,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2007,29,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2008,44,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2009,43,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2010,21,,Official data
FS,Djibouti,Per capita food supply variability (kcal/capita/day),2011,29,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2000,170,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2001,250,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2002,229,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2003,147,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2004,103,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2005,103,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2006,72,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2007,85,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2008,98,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2009,94,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2010,86,,Official data
FS,Georgia,Per capita food supply variability (kcal/capita/day),2011,87,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2000,37,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2001,21,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2002,23,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2003,44,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2004,53,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2005,45,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2006,28,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2007,17,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2008,14,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2009,31,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2010,32,,Official data
FS,Gabon,Per capita food supply variability (kcal/capita/day),2011,27,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2000,65,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2001,89,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2002,80,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2003,82,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2004,59,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2005,67,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2006,43,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2007,59,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2008,54,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2009,52,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2010,70,,Official data
FS,Gambia,Per capita food supply variability (kcal/capita/day),2011,101,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2000,49,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2001,51,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2002,48,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2003,33,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2004,32,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2005,24,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2006,24,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2007,24,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2008,21,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2009,20,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2010,18,,Official data
FS,Germany,Per capita food supply variability (kcal/capita/day),2011,26,,Official data
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Bosnia and Herzegovina,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Ghana,Per capita food supply variability (kcal/capita/day),2000,32,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2001,23,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2002,17,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2003,12,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2004,17,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2005,28,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2006,22,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2007,23,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2009,34,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2010,40,,Official data
FS,Ghana,Per capita food supply variability (kcal/capita/day),2011,43,,Official data
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Gibraltar,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2000,32,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2001,27,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2002,26,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2003,24,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2004,25,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2005,34,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2006,36,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2007,30,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2008,30,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2009,31,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2010,25,,Official data
FS,Kiribati,Per capita food supply variability (kcal/capita/day),2011,15,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2000,42,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2001,47,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2002,46,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2003,39,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2004,21,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2005,53,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2006,50,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2007,78,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2008,87,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2009,86,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2010,54,,Official data
FS,Greece,Per capita food supply variability (kcal/capita/day),2011,52,,Official data
FS,Greenland,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Greenland,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Grenada,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Guadeloupe,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Guam,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2000,72,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2001,50,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2002,24,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2003,78,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2004,87,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2005,74,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2006,52,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2007,26,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2008,31,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2009,38,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2010,32,,Official data
FS,Guatemala,Per capita food supply variability (kcal/capita/day),2011,35,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2000,45,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2001,42,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2002,38,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2003,37,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2004,21,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2005,21,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2006,24,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2007,33,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2008,26,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2009,27,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2010,22,,Official data
FS,Guinea,Per capita food supply variability (kcal/capita/day),2011,11,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2000,27,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2001,29,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2002,20,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2003,21,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2004,30,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2005,46,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2006,48,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2007,40,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2008,29,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2009,36,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2010,33,,Official data
FS,Guyana,Per capita food supply variability (kcal/capita/day),2011,25,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2000,54,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2001,42,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2002,45,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2003,55,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2004,72,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2005,65,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2006,43,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2007,31,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2008,17,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2009,25,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2010,37,,Official data
FS,Haiti,Per capita food supply variability (kcal/capita/day),2011,63,,Official data
FS,Holy See,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Holy See,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Honduras,Per capita food supply variability (kcal/capita/day),2000,23,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2001,38,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2002,32,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2003,32,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2004,32,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2005,32,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2006,12,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2007,13,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2008,20,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2009,29,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2010,25,,Official data
FS,Honduras,Per capita food supply variability (kcal/capita/day),2011,26,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2000,40,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2001,86,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2002,70,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2003,66,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2004,64,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2005,63,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2006,84,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2007,98,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2008,84,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2009,44,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2010,51,,Official data
FS,Hungary,Per capita food supply variability (kcal/capita/day),2011,71,,Official data
FS,Croatia,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Croatia,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Iceland,Per capita food supply variability (kcal/capita/day),2000,34,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2001,26,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2002,24,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2003,23,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2004,22,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2005,24,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2006,30,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2007,40,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2008,55,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2009,44,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2010,40,,Official data
FS,Iceland,Per capita food supply variability (kcal/capita/day),2011,55,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2000,25,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2001,19,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2002,24,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2003,45,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2004,54,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2005,51,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2006,32,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2007,26,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2008,52,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2009,65,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2010,54,,Official data
FS,India,Per capita food supply variability (kcal/capita/day),2011,28,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2000,34,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2001,39,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2002,32,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2003,25,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2004,17,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2005,12,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2006,13,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2007,12,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2008,12,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2009,9,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2010,16,,Official data
FS,Indonesia,Per capita food supply variability (kcal/capita/day),2011,21,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2000,19,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2001,25,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2002,27,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2003,23,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2004,24,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2005,26,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2006,32,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2007,32,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2008,26,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2009,16,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2010,14,,Official data
FS,Iran (Islamic Republic of),Per capita food supply variability (kcal/capita/day),2011,16,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2000,32,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2001,42,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2002,63,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2003,54,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2004,38,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2005,41,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2006,31,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2007,31,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2008,34,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2009,36,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2010,23,,Official data
FS,Iraq,Per capita food supply variability (kcal/capita/day),2011,18,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2000,84,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2001,50,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2002,27,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2003,55,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2004,66,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2005,72,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2006,101,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2007,67,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2008,63,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2009,63,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2010,64,,Official data
FS,Ireland,Per capita food supply variability (kcal/capita/day),2011,29,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2000,24,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2001,26,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2002,36,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2003,69,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2004,67,,Official data
FS,Israel,Per capita food supply variability (kcal/capita/day),2005,52,,Official data
