Domain Code,AreaName,ItemName,Year,Value,Flag,FlagD 
FS,Mauritania,Per capita food supply variability (kcal/capita/day),2011,61,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2000,46,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2001,26,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2002,22,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2003,21,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2004,20,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2005,21,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2006,19,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2007,18,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2008,25,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2009,34,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2010,44,,Official data
FS,Mauritius,Per capita food supply variability (kcal/capita/day),2011,54,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2000,16,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2001,22,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2002,37,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2003,44,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2004,39,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2005,19,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2006,26,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2007,29,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2008,25,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2009,20,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2010,21,,Official data
FS,Mexico,Per capita food supply variability (kcal/capita/day),2011,25,,Official data
FS,Monaco,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Monaco,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2000,23,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2001,30,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2002,33,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2003,15,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2004,23,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2005,36,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2006,42,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2007,32,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2008,15,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2009,13,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2010,31,,Official data
FS,Mongolia,Per capita food supply variability (kcal/capita/day),2011,28,,Official data
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Montserrat,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Morocco,Per capita food supply variability (kcal/capita/day),2000,60,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2001,51,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2002,50,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2003,47,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2004,30,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2005,47,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2006,35,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2007,31,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2008,30,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2009,31,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2010,18,,Official data
FS,Morocco,Per capita food supply variability (kcal/capita/day),2011,21,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2000,31,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2001,25,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2002,40,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2003,35,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2004,27,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2005,25,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2006,42,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2007,42,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2008,47,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2009,29,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2010,26,,Official data
FS,Mozambique,Per capita food supply variability (kcal/capita/day),2011,33,,Official data
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Micronesia (Federated States of),Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2000,171,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2001,124,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2002,94,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2003,62,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2004,49,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2005,37,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2006,26,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2007,35,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2008,51,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2009,60,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2010,51,,Official data
FS,Republic of Moldova,Per capita food supply variability (kcal/capita/day),2011,34,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2000,35,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2001,63,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2002,71,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2003,65,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2004,35,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2005,29,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2006,29,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2007,18,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2008,22,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2009,53,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2010,71,,Official data
FS,Namibia,Per capita food supply variability (kcal/capita/day),2011,68,,Official data
FS,Nauru,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Nauru,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Nepal,Per capita food supply variability (kcal/capita/day),2000,27,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2001,29,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2002,26,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2003,25,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2004,28,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2005,31,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2006,35,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2007,31,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2008,19,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2009,22,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2010,26,,Official data
FS,Nepal,Per capita food supply variability (kcal/capita/day),2011,26,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2000,46,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2001,47,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2002,37,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2003,34,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2004,43,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2005,41,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2006,47,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2007,49,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2008,67,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2009,52,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2010,38,,Official data
FS,Netherlands,Per capita food supply variability (kcal/capita/day),2011,37,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2000,18,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2001,31,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2002,31,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2003,26,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2004,32,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2005,35,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2006,22,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2007,24,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2008,26,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2009,26,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2010,19,,Official data
FS,Netherlands Antilles,Per capita food supply variability (kcal/capita/day),2011,18,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2000,46,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2001,36,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2002,19,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2003,19,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2004,16,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2005,23,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2006,29,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2007,22,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2008,14,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2009,7,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2010,10,,Official data
FS,New Caledonia,Per capita food supply variability (kcal/capita/day),2011,16,,Official data
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,The former Yugoslav Republic of Macedonia,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2000,46,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2001,27,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2002,49,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2003,55,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2004,40,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2005,24,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2006,15,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2007,15,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2008,23,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2009,26,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2010,19,,Official data
FS,Vanuatu,Per capita food supply variability (kcal/capita/day),2011,18,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2000,9,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2001,5,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2002,18,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2003,17,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2004,16,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2005,17,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2006,26,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2007,23,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2008,28,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2009,28,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2010,25,,Official data
FS,New Zealand,Per capita food supply variability (kcal/capita/day),2011,37,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2000,31,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2001,26,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2002,59,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2003,49,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2004,50,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2005,46,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2006,45,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2007,29,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2008,21,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2009,25,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2010,30,,Official data
FS,Nicaragua,Per capita food supply variability (kcal/capita/day),2011,22,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2000,26,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2001,41,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2002,36,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2003,40,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2004,38,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2005,34,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2006,31,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2007,33,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2008,33,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2009,31,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2010,17,,Official data
FS,Niger,Per capita food supply variability (kcal/capita/day),2011,17,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2000,16,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2001,23,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2002,31,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2003,37,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2004,30,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2005,18,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2006,35,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2007,47,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2008,44,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2009,26,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2010,18,,Official data
FS,Nigeria,Per capita food supply variability (kcal/capita/day),2011,19,,Official data
FS,Niue,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Niue,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Norway,Per capita food supply variability (kcal/capita/day),2000,47,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2001,30,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2002,30,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2003,28,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2004,26,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2005,17,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2006,20,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2007,34,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2008,35,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2009,36,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2010,35,,Official data
FS,Norway,Per capita food supply variability (kcal/capita/day),2011,11,,Official data
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Northern Mariana Islands,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2000,19,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2001,19,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2002,42,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2003,67,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2004,68,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2005,51,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2006,39,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2007,48,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2008,38,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2009,31,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2010,24,,Official data
FS,Pakistan,Per capita food supply variability (kcal/capita/day),2011,14,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2000,82,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2001,105,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2002,104,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2003,104,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2004,72,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2005,81,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2006,61,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2007,65,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2008,59,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2009,57,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2010,42,,Official data
FS,Panama,Per capita food supply variability (kcal/capita/day),2011,39,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2000,91,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2001,127,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2002,98,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2003,85,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2004,75,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2005,82,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2006,50,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2007,32,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2008,42,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2009,40,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2010,30,,Official data
FS,Czech Republic,Per capita food supply variability (kcal/capita/day),2011,9,,Official data
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Papua New Guinea,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2000,23,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2001,27,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2002,25,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2003,27,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2004,40,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2005,42,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2006,55,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2007,61,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2008,70,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2009,50,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2010,37,,Official data
FS,Paraguay,Per capita food supply variability (kcal/capita/day),2011,36,,Official data
FS,Peru,Per capita food supply variability (kcal/capita/day),2000,39,,Official data
FS,Peru,Per capita food supply variability (kcal/capita/day),2001,39,,Official data
FS,Peru,Per capita food supply variability (kcal/capita/day),2002,41,,Official data
