Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",42.8247685024366,44.1733497846913,44.1850571872729,44.0491222762969,42.9013390673312,42.3888794756183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",45.5358138054622,47.0865386258405,46.1640698540205,45.4513373983203,44.0153639783602,43.1120835762364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.1,14.4,14.5,15.1,14.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",41.327732110948,42.5676017831723,43.0966315314285,43.2795280643805,42.2911805262739,41.9937037298728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",63.2,62.4,64.6,67.4,70,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.1,9.1,9.4,9.4,9.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",46.9,45.5,44.3,43.7,42.6,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",77.6,72,67.6,57.3,51.1,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",7.6,7.5,7.4,7.4,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.8,17.5,17.6,18.6,19.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.4,14.1,14.3,16.3,17.6,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.3,14.1,15.3,16.7,16.4,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",35.3,34.1,33.9,34.7,36.3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",12.1,11.6,11.7,12.2,12.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.7,15,15.8,15.9,16.6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.4,15.4,15.9,16,15.8,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.1,15,15.4,15.1,15.9,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.8,21.3,22,23,23.1,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",3.3,3.2,3.2,3.2,3.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.7,23.4,24.4,25.6,27,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,KSV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",102.2,100.8,101.3,85.1,75.3,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.5098221821316,17.1646613793419,17.5311692717969,17.550831491022,17.2041598984958,17.2065407741649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.6,25.1,25.5,27,27,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",27.7,26.8,26.4,28.1,29.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9,9.9,10.4,9.4,8.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",59.1,53.4,51.1,55.8,61.8,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.1,13.2,13.5,13.6,13.4,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.5831076210962,17.2013699887736,17.5766720878173,17.5909616600923,17.2432505315446,17.2533666653499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",43.6356840900662,44.891201325899,45.3708577590402,45.744874753756,44.7153328144008,44.5006364720398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",34.3069560347979,35.9497191594133,36.2393890910823,35.5972083883028,34.6875358044411,33.9858116665354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",25.4,25.7,26.4,26.6,26.5,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",50.80607766119,50.8347977885139,51.8076474805965,53.4448728290405,54.3193601770134,55.5912541325596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.9660394457069,44.8819798403557,45.3528921559466,45.9694603682178,46.5118508732643,47.1505479255505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.1,16.9,16.7,17.4,17.9,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",42.3142861657959,41.7113120177584,41.7736385134009,41.6100470810321,42.3148570013892,42.6597059605241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",18.3,18.3,16.5,18.1,18.5,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16,16.1,15.8,16,16.2,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.9,17.3,15.7,17.8,18.7,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.3,18.5,18.2,19.4,20.8,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.8,17.2,17,16.8,16.8,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.4,16.4,17.3,17.4,18.2,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",24.6,24.4,25.4,27,27.8,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",57.7795766958649,56.8367054126318,57.0285959304527,56.923920533159,56.6519289036957,56.8461281773904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.8,20.1,21.1,20.2,20,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9,9.1,9,9,9.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",46.1053454226407,45.8518921490031,46.3583105651548,47.1320092588282,47.8581371662735,48.6729922886906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",33.9,34.1,33.2,35.7,37.5,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",50.4,54.1,48.2,44.9,40.5,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.4,13.2,12.4,13.3,14.3,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",44.6,44.7,47,49.8,51.1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",51.9685992127516,50.8051330149221,50.4102885589908,51.3591581732812,52.1062421040057,53.3372894831493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",20.5,20.4,20,21.2,21.9,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.7,19.8,21,21.6,22.3,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,MNP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",10.4,9.9,10.1,10.5,10.9,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.2,17.5,17.5,17.4,17.3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",60.5,64.2,64.8,67.7,66.6,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.2,13.2,13.6,13.9,14.1,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.2,23.1,23.2,23.1,22.1,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.8,15,15.2,15.6,15.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.28130840633547,8.37112540029872,8.37063457901508,8.19012148529995,8.17976195660318,8.16960652859694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.8,19.8,19.8,19.1,19,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",95.9,97.6,85.3,69.9,60.5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",49.9,51.7,48.6,45,40.4,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.4,21.2,24,24.5,23.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15,15,14.4,14.6,14.5,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.7,8.5,8.4,8.5,8.7,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",59.4,60.1,61.3,66.7,67.9,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,NRU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",5.3,5.3,5.4,5.4,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",14.1203218478079,14.0099900229572,13.9558457215898,14.2650568178961,14.5725276718934,14.8709234318385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",48.5,50,52.2,50.1,48.3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.595026879606,30.485677248975,31.5866402145517,31.5903632871949,30.7433311230786,30.677381877366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",59.6,61.8,61.5,62.4,62.4,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.8,10,10.6,11.8,11.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",27,29.1,28.7,28.6,27.6,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",22.9,22.9,22.6,23.3,22.9,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",8.8,9.8,10.5,10.8,10.5,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",26.9,26.4,23.9,24.2,24.3,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",39.8824653376568,41.3306486889897,40.6053673866964,38.4723608117091,36.2764136302234,34.4820825532237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.4,13.6,17,17.9,15,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",25.6,24.3,24.9,25.9,26.9,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",9.3,9.1,9.2,9.2,9.4,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.8,17.6,15.7,15.5,14.8,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",4.97625667922098,4.82522497494721,4.96009418633521,5.05165669289383,5.31374773424024,5.5152954414975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",12.0452088218093,11.89610644909,11.8908737255523,12.1719802589397,12.4277308516587,12.7104138291335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",119.2,110.8,119.9,114.2,104.8,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.8,19.6,18.7,18.7,19,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",15.8,15.3,14.7,15.2,15.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",37.1,40.9,43.6,44.5,42.9,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",63.5349455110866,63.2700992375625,64.934613901319,67.7318637146966,69.5438488204805,71.793436769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",125.7,126.6,131.4,121.9,112.4,102.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",47.3,48.2,49.3,46.1,44.3,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",31,32.1,32.4,34.9,34.8,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",17.3,17,17.4,18,17.3,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",4.6,4.4,4.5,4.6,4.9,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.5,20.8,21.1,19.3,17.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",30.1,32.1,36.4,35.1,35.2,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,SMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",16.6,17.2,17.4,17.2,16.8,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",19.5,19.2,18.7,19.3,20.1,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",35.674339719768,37.2548886059029,36.9609013477019,35.3669907946351,33.7149363436243,32.3258914747732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",31.4,32.1,33.3,30.8,29.7,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",35.6721745945551,37.2527215759473,36.9587904597059,35.3649841853674,33.7130401013385,32.3240700162714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
